2012/2013,Poland,Wisła Kraków,15
2012/2013,Belgium,Waasland-Beveren,15
2012/2013,Italy,Pescara,15
2012/2013,Spain,CA Osasuna,15
2013/2014,Portugal,FC Paços de Ferreira,15
2013/2014,Italy,Bologna,15
2014/2015,Poland,GKS Bełchatów,15
2014/2015,Netherlands,FC Dordrecht,15
2015/2016,Germany,Hannover 96,15
2015/2016,Germany,SV Darmstadt 98,15
2015/2016,Netherlands,Roda JC Kerkrade,15
2008/2009,Germany,1. FC Köln,14
2008/2009,Poland,Odra Wodzisław,14
2008/2009,Portugal,Vitória Guimarães,14
2008/2009,Scotland,St. Mirren,14
2009/2010,Poland,Zagłębie Lubin,14
2009/2010,Poland,Arka Gdynia,14
2009/2010,Belgium,Sporting Lokeren,14
2009/2010,Germany,SC Freiburg,14
2010/2011,Portugal,CS Marítimo,14
2010/2011,Poland,Ruch Chorzów,14
2010/2011,France,AC Arles-Avignon,14
2010/2011,Belgium,Beerschot AC,14
2010/2011,Poland,Zagłębie Lubin,14
2010/2011,Portugal,CD Nacional,14
2011/2012,Poland,Wisła Kraków,14
2011/2012,Portugal,"União de Leiria, SAD",14
2012/2013,Portugal,CS Marítimo,14
2012/2013,Portugal,Rio Ave FC,14
2013/2014,Portugal,CF Os Belenenses,14
2014/2015,Netherlands,Go Ahead Eagles,14
2014/2015,England,Burnley,14
2014/2015,Scotland,St. Mirren,14
2014/2015,France,RC Lens,14
2014/2015,Switzerland,FC Vaduz,14
2015/2016,Poland,Śląsk Wrocław,14
2015/2016,England,Aston Villa,14
2008/2009,Poland,Ruch Chorzów,13
2008/2009,Portugal,Naval 1° de Maio,13
2009/2010,England,Wolverhampton Wanderers,13
2009/2010,France,AS Saint-Étienne,13
2009/2010,Poland,P. Warszawa,13
2009/2010,Portugal,Vitória Setúbal,13
2010/2011,Germany,Eintracht Frankfurt,13
2011/2012,Portugal,SC Beira Mar,13
2011/2012,Portugal,,13
2012/2013,England,Queens Park Rangers,13
2012/2013,Portugal,S.C. Olhanense,13
2012/2013,Poland,Jagiellonia Białystok,13
2012/2013,Belgium,Lierse SK,13
2013/2014,Spain,Elche CF,13
2013/2014,Portugal,Académica de Coimbra,13
2013/2014,Switzerland,FC Lausanne-Sports,13
2013/2014,Portugal,S.C. Olhanense,13
2013/2014,Portugal,Gil Vicente FC,13
2014/2015,Spain,Granada CF,13
2015/2016,France,ES Troyes AC,13
2008/2009,Poland,Cracovia,12
2008/2009,Portugal,Vitória Setúbal,12
2009/2010,Portugal,S.C. Olhanense,12
2009/2010,Poland,Lechia Gdańsk,12
2009/2010,Portugal,Naval 1° de Maio,12
2009/2010,Portugal,CF Os Belenenses,12
2010/2011,Portugal,"União de Leiria, SAD",12
2010/2011,Portugal,Naval 1° de Maio,12
2010/2011,Italy,Bari,12
2010/2011,Scotland,Hamilton Academical FC,12
2010/2011,Belgium,Sint-Truidense VV,12
2011/2012,Switzerland,Neuchâtel Xamax,12
2011/2012,Poland,Podbeskidzie Bielsko-Biała,12
2011/2012,Germany,1. FC Kaiserslautern,12
2012/2013,Poland,GKS Bełchatów,12
2013/2014,Portugal,FC Arouca,12
2014/2015,Spain,Córdoba CF,12
2014/2015,Belgium,Waasland-Beveren,12
2015/2016,Netherlands,SC Cambuur,12
2008/2009,Poland,Piast Gliwice,11
2011/2012,Portugal,Académica de Coimbra,11
2011/2012,Spain,Racing Santander,11
2013/2014,Poland,Podbeskidzie Bielsko-Biała,11
2014/2015,Belgium,KSV Cercle Brugge,11
2014/2015,Portugal,Gil Vicente FC,11
2009/2010,Portugal,Rio Ave FC,10
2009/2010,Germany,Hertha BSC Berlin,10
2010/2011,Belgium,Sporting Charleroi,10
2010/2011,Scotland,St. Johnstone FC,10
2011/2012,Poland,Cracovia,10
2012/2013,Germany,SpVgg Greuther Fürth,10
2013/2014,Portugal,Rio Ave FC,10
2015/2016,Portugal,Boavista FC,10
2008/2009,France,Grenoble Foot 38,9
2011/2012,Poland,Lechia Gdańsk,9
2013/2014,Belgium,KAA Gent,6
2013/2014,Belgium,Lierse SK,5
2013/2014,Belgium,Waasland-Beveren,4
2013/2014,Belgium,KV Oostende,3
